,Type,Modèle,Marque,Kilométrage,État,Première main,Origine,Année-Modèle,Nombre de portes,Secteur,Name,Price,Power,Gear,Fuel
572,"Voitures d'occasion, à vendre",Classe S,Mercedes-Benz,120 000 - 129 999,Excellent,Oui,Importée neuve,2013,5,,S 350 d BLUETEC - IMPORTÉ NEUF ,Prix non spécifié,12 CV,Automatique,Diesel
573,"Voitures d'occasion, à vendre",Discovery,Land Rover,150 000 - 159 999,Excellent,Non,WW au Maroc,2016,5,,Land Rover,Prix non spécifié,9 CV,Automatique,Diesel
574,"Voitures d'occasion, à vendre",V40 Cross Country,Volvo,120 000 - 129 999,Très bon,Non,WW au Maroc,2013,5,Oulfa,Volvo v40 tout option,129 000 DH,8 CV,Automatique,Diesel
575,"Voitures d'occasion, à vendre",Logan,Dacia,30 000 - 34 999,Très bon,Oui,,2019,5,,dacia logan,Prix non spécifié,6 CV,Manuelle,Diesel
576,"Voitures d'occasion, à vendre",COCCINELLE,Volkswagen,130 000 - 139 999,Très bon,Oui,WW au Maroc,2017,5,,VW COCCINELLE - NEW BEETLE - AUTOMATIQUE,Prix non spécifié,8 CV,Automatique,Diesel
577,"Voitures d'occasion, à vendre",M5,BMW,120 000 - 129 999,Excellent,Non,Importée neuve,2013,5,,BMW /// M5 - (M PERFORMANCE),Prix non spécifié,25 CV,Automatique,Essence
578,"Voitures d'occasion, à vendre",Discovery Sport,Land Rover,45 000 - 49 999,6,Oui,WW au Maroc,2017,5,,DISCOVERY SPORT - HSE DYNAMIC - 50.000 KM,Prix non spécifié,8 CV,Automatique,Diesel
579,"Voitures d'occasion, à vendre",Range Rover Evoque,Land Rover,120 000 - 129 999,,Non,WW au Maroc,2018,5,Yacoub El Mansour,EVOQUE - HSE DYNAMIC - BLACK EDITION,Prix non spécifié,8 CV,Automatique,Diesel
580,"Voitures d'occasion, à vendre",Range Rover Sport,Land Rover,200 000 - 249 999,,Oui,WW au Maroc,2014,5,Yacoub El Mansour,RANGE ROVER SPORT - HSE DYNAMIC,Prix non spécifié,12 CV,Automatique,Diesel
581,"Voitures d'occasion, à vendre",Classe C,Mercedes-Benz,170 000 - 179 999,,Oui,Dédouanée,2017,5,,C 220 d BLUETEC 4MATIC - DED 2021,Prix non spécifié,9 CV,Automatique,Diesel
582,"Voitures d'occasion, à vendre",Range Rover Sport,Land Rover,200 000 - 249 999,Très bon,Oui,WW au Maroc,2012,5,,RANGE ROVER SPORT - AUTOBIOGRAPHY ,Prix non spécifié,12 CV,Automatique,Diesel
583,"Voitures d'occasion, à vendre",Grand Cherokee,Jeep,95 000 - 99 999,Très bon,Oui,WW au Maroc,2018,5,,jeep grand cherokee,220 000 DH,12 CV,Automatique,Diesel
584,"Voitures d'occasion, à vendre",Accent,Hyundai,50 000 - 54 999,6,Oui,WW au Maroc,2021,5,,hyundai accent,152 000 DH,6 CV,Manuelle,Diesel
585,"Voitures d'occasion, à vendre",Focus,Ford,140 000 - 149 999,Très bon,Non,Dédouanée,2019,5,,Ford focus titanium diwana ,155 000 DH,6 CV,Manuelle,Diesel
586,"Voitures d'occasion, à vendre",Caddy,Volkswagen,160 000 - 169 999,Excellent,Oui,WW au Maroc,2018,5,Autre secteur,volkswagen caddy ,183 000 DH,8 CV,Manuelle,Diesel
587,"Voitures d'occasion, à vendre",Logan,Dacia,130 000 - 139 999,Excellent,Non,WW au Maroc,2014,5,,dacia logan ,87 500 DH,6 CV,Manuelle,Diesel
588,"Voitures d'occasion, à vendre",Focus,Ford,140 000 - 149 999,Excellent,,Dédouanée,2016,5,Autre secteur,Ford focus Diesel 2016 3chour,162 000 DH,6 CV,Manuelle,Diesel
589,"Voitures d'occasion, à vendre",Classe E,Mercedes-Benz,160 000 - 169 999,Excellent,Non,WW au Maroc,2011,5,Maarif,Mercedes Benz classe E 250 AVANT-GARDE CDI,Prix non spécifié,9 CV,Automatique,Diesel
590,"Voitures d'occasion, à vendre",Classe GLE,Mercedes-Benz,190 000 - 199 999,Excellent,,WW au Maroc,2016,5,Oulfa,Mercedes GLE ,265 000 DH,12 CV,Automatique,Diesel
591,"Voitures d'occasion, à vendre",Ateca,Seat,140 000 - 149 999,6,Oui,WW au Maroc,2019,5,,SEAT ATECA EXCELLENCE 2.0 TDI BVA TTESOPTIONS,268 000 DH,8 CV,Automatique,Diesel
592,"Voitures d'occasion, à vendre",Sportage,Kia,80 000 - 84 999,Excellent,Oui,WW au Maroc,2019,5,2 Mars,Kia Sportage 2019 automatique ,215 000 DH,8 CV,Automatique,Diesel
593,"Voitures d'occasion, à vendre",country man,mini,70 000 - 74 999,Très bon,Non,WW au Maroc,2013,5,Californie,Mini cooper country man ,145 000 DH,8 CV,Automatique,Diesel
594,"Voitures d'occasion, à vendre",Macan,Porsche,85 000 - 89 999,6,Non,Dédouanée,2015,5,Oulfa,macan s faible km,Prix non spécifié,11 CV,Automatique,Diesel
595,"Voitures d'occasion, à vendre",Tiguan,Volkswagen,180 000 - 189 999,Très bon,Oui,Dédouanée,2014,5,Autre secteur,Volkswagen tiguan Diesel 2014 manuelle,205 000 DH,8 CV,Manuelle,Diesel
596,"Voitures d'occasion, à vendre",RSQ3,Audi,0 - 4 999,6,Oui,Importée neuve,2022,5,Aïn Chock,Audi RSQ3 S line Essence,Prix non spécifié,14 CV,Automatique,Essence
597,"Voitures d'occasion, à vendre",RSQ3,Audi,0 - 4 999,Excellent,,Importée neuve,2023,5,Aïn Chock,Audi RSQ3 S line Essence,Prix non spécifié,14 CV,Automatique,Essence
598,"Voitures d'occasion, à vendre",RS3,Audi,0 - 4 999,Excellent,Non,Importée neuve,2023,5,Aïn Chock,Audi RS3 Essence,Prix non spécifié,12 CV,Automatique,Essence
599,"Voitures d'occasion, à vendre",Q5,Audi,0 - 4 999,Excellent,Non,WW au Maroc,2023,5,Aïn Chock,AUDI Q5 Sportback S line,Prix non spécifié,9 CV,Automatique,Diesel
600,"Voitures d'occasion, à vendre",cayenne_coupe,Porsche,0 - 4 999,6,Non,Importée neuve,2023,5,Aïn Chock,Porsche Cayenne Coupe Hybrid ,Prix non spécifié,17 CV,Automatique,Essence
601,"Voitures d'occasion, à vendre",Range Rover Evoque,Land Rover,50 000 - 54 999,Excellent,Oui,WW au Maroc,2021,5,Aïn Chock,Land Rover Range Rover Evoque Diesel,Prix non spécifié,8 CV,Automatique,Diesel
602,"Voitures d'occasion, à vendre",C3 Aircross,Citroen,10 000 - 14 999,Très bon,Oui,WW au Maroc,2022,5,,citroen c3 ,212 000 DH,6 CV,Automatique,Diesel
603,"Voitures d'occasion, à vendre",Classe CLA,Mercedes-Benz,0 - 4 999,6,Oui,Importée neuve,2023,5,Aïn Chock,Mercedes classe Cla Diesel,Prix non spécifié,9 CV,Automatique,Diesel
604,"Voitures d'occasion, à vendre",Logan,Dacia,5 000 - 9 999,6,Oui,WW au Maroc,2022,5,,DACIA LOGAN CONFORT DCI 1e MAIN 10.000KM TTOPTIONS,158 000 DH,6 CV,Manuelle,Diesel
605,"Voitures d'occasion, à vendre",Leon,Seat,65 000 - 69 999,Excellent,Oui,WW au Maroc,2020,5,Californie,SEAT LEON 2020BVM,167 000 DH,6 CV,Manuelle,Diesel
606,"Voitures d'occasion, à vendre",Jetta,Volkswagen,95 000 - 99 999,Excellent,Oui,WW au Maroc,2017,5,Centre ville,jetta2017 automatique possebel reprise ,Prix non spécifié,8 CV,Automatique,Diesel
607,"Voitures d'occasion, à vendre",Berlingo,Citroen,40 000 - 44 999,Très bon,Oui,WW au Maroc,2021,5,,Citroen berlingo shine pack ,203 000 DH,6 CV,Manuelle,Diesel
608,"Voitures d'occasion, à vendre",Q5,Audi,130 000 - 139 999,Excellent,Oui,Dédouanée,2018,5,Californie,Q5 SL quattro ,499 000 DH,8 CV,Automatique,Diesel
609,"Voitures d'occasion, à vendre",Passat,Volkswagen,190 000 - 199 999,Bon,Oui,Dédouanée,2013,5,Ahlane,Vol kswagen passat possebel reprise ,Prix non spécifié,8 CV,Manuelle,Diesel
610,"Voitures d'occasion, à vendre",Tucson,Hyundai,110 000 - 119 999,Très bon,Non,WW au Maroc,2017,5,,Hyundai Tucson ,Prix non spécifié,6 CV,Automatique,Diesel
611,"Voitures d'occasion, à vendre",Duster,Dacia,100 000 - 109 999,6,,WW au Maroc,2019,5,Autre secteur,Duster 2019 ,Prix non spécifié,6 CV,Manuelle,Diesel
612,"Voitures d'occasion, à vendre",Tiguan,Volkswagen,150 000 - 159 999,Très bon,,WW au Maroc,2019,5,,tiguan ,263 000 DH,8 CV,Automatique,Diesel
613,"Voitures d'occasion, à vendre",Qashqai,Nissan,60 000 - 64 999,6,Oui,WW au Maroc,2020,5,,nissan Qashqai ,198 000 DH,6 CV,Manuelle,Diesel
614,"Voitures d'occasion, à vendre",Renegade,Jeep,120 000 - 129 999,Excellent,Non,WW au Maroc,2018,5,Centre ville,Jeep,198 000 DH,8 CV,Automatique,Diesel
615,"Voitures d'occasion, à vendre",GOLF 7,Volkswagen,100 000 - 109 999,6,Oui,WW au Maroc,2018,5,Centre ville,Volkswagen golfl 7 2018 automatique ,Prix non spécifié,8 CV,Automatique,Diesel
616,"Voitures d'occasion, à vendre",Classe E,Mercedes-Benz,35 000 - 39 999,6,Oui,Importée neuve,2021,5,Guéliz,Mercedes classe e 220d 1er main imprinted neuve ,750 000 DH,8 CV,Automatique,Diesel
617,"Voitures d'occasion, à vendre",Espace,Renault,190 000 - 199 999,Excellent,Non,WW au Maroc,2004,5,Centre ville,Renault espace,Prix non spécifié,7 CV,Manuelle,Diesel
618,"Voitures d'occasion, à vendre",Ecosport,Ford,110 000 - 119 999,Excellent,Oui,WW au Maroc,2018,5,Californie,FORD Ecosport 2018,160 000 DH,6 CV,Manuelle,Diesel
619,"Voitures d'occasion, à vendre",Tiguan,Volkswagen,130 000 - 139 999,6,Oui,Dédouanée,2017,5,Route Ain Chkaf,Volkswagen tiguan Diesel 2017,308 000 DH,8 CV,Automatique,Diesel
620,"Voitures d'occasion, à vendre",Jumper,Citroen,50 000 - 54 999,Bon,,,2007,,Hay Moulay Rachid,Citroen Jumper,Prix non spécifié,,Manuelle,Diesel
621,"Voitures d'occasion, à vendre",Micra,Nissan,30 000 - 34 999,Très bon,Oui,WW au Maroc,2018,5,Hay el Fath,Nissan micra Diesel 2018,Prix non spécifié,6 CV,Manuelle,Diesel
622,"Voitures d'occasion, à vendre",Passat,Volkswagen,160 000 - 169 999,Excellent,Oui,Dédouanée,2016,5,Yacoub El Mansour,Volkswagen passat Diesel 2016,Prix non spécifié,8 CV,Automatique,Diesel
623,"Voitures d'occasion, à vendre",Touareg,Volkswagen,100 000 - 109 999,Très bon,Oui,WW au Maroc,2021,5,Aïn Chock,Volkswagen touareg Diesel ,Prix non spécifié,12 CV,Automatique,Diesel
624,"Voitures d'occasion, à vendre",Grand i10,Hyundai,45 000 - 49 999,Excellent,Non,WW au Maroc,2019,5,,Hyundai Grand i10 2019,Prix non spécifié,6 CV,Manuelle,Essence
625,"Voitures d'occasion, à vendre",Santa Fe,Hyundai,110 000 - 119 999,Très bon,Oui,WW au Maroc,2019,5,Route Ain Chkaf,Hyundai SANTA Fe 2.2L automatique ,Prix non spécifié,8 CV,Automatique,Diesel
626,"Voitures d'occasion, à vendre",Clio,Renault,0 - 4 999,6,Non,WW au Maroc,2022,5,Route Ain Chkaf,Renault clio 5 explore ww,165 000 DH,6 CV,Manuelle,Diesel
627,"Voitures d'occasion, à vendre",Jumper,Citroen,120 000 - 129 999,Excellent,,WW au Maroc,2017,5,Sbata,سطروين جانبر,Prix non spécifié,9 CV,Manuelle,Diesel
628,"Voitures d'occasion, à vendre",GOLF 5,Volkswagen,75 000 - 79 999,Très bon,Oui,Importée neuve,2005,5,Andalous,Volkswagen golf5 ,78 000 DH,9 CV,Manuelle,Essence
629,"Voitures d'occasion, à vendre",i 10,Hyundai,140 000 - 149 999,Très bon,,WW au Maroc,2010,,Hay El Qods,Hyundai i10 Essence premier man ,61 000 DH,6 CV,Manuelle,Essence
630,"Voitures d'occasion, à vendre",Clio,Renault,100 000 - 109 999,Très bon,Non,WW au Maroc,2019,5,Andalous,Renault clio 4 première man ,115 000 DH,6 CV,Manuelle,Diesel
631,"Voitures d'occasion, à vendre",Freelander,Land Rover,200 000 - 249 999,Excellent,,WW au Maroc,1999,5,Andalous,Land rover 4x4 deizel ,59 000 DH,8 CV,Manuelle,Diesel
632,"Voitures d'occasion, à vendre",Logan,Dacia,100 000 - 109 999,Excellent,Non,WW au Maroc,2018,5,,Dacia Logan diesel ,82 900 DH,6 CV,Manuelle,Diesel
633,"Voitures d'occasion, à vendre",C4,Citroen,120 000 - 129 999,Excellent,Non,WW au Maroc,2012,5,,C4 très économique faibl klm d'origine ,90 000 DH,6 CV,Manuelle,Diesel
634,"Voitures d'occasion, à vendre",GRANDE PUNTO,Fiat,200 000 - 249 999,Bon,,WW au Maroc,2014,5,Sidi Bernoussi,Fiat,64 000 DH,5 CV,Manuelle,Diesel
635,"Voitures d'occasion, à vendre",Range Rover Evoque,Land Rover,130 000 - 139 999,Très bon,Non,WW au Maroc,2016,5,,Range évoque en bonne état ,240 000 DH,9 CV,Automatique,Diesel
636,"Voitures d'occasion, à vendre",Corolla,Toyota,300 000 - 349 999,Bon,,WW au Maroc,2004,5,,toyota corolla coupé 2004,45 000 DH,8 CV,Manuelle,Diesel
637,"Voitures d'occasion, à vendre",3008,Peugeot,0 - 4 999,6,Oui,WW au Maroc,2021,5,Souani,PEUGEOT 3008 2.0 HDI ALLURE BVA 5.000KM TTOPTIONS,319 000 DH,8 CV,Automatique,Diesel
638,"Voitures d'occasion, à vendre",Kangoo,Renault,110 000 - 119 999,Excellent,Oui,WW au Maroc,2017,5,Sbata,Kangoo,Prix non spécifié,6 CV,Manuelle,Diesel
639,"Voitures d'occasion, à vendre",CR-V,Honda,85 000 - 89 999,Excellent,Oui,WW au Maroc,2019,5,Oulfa,Honda CR-V Diesel Automatique 1ere Main,209 000 DH,6 CV,Automatique,Diesel
640,"Voitures d'occasion, à vendre",Sportage,Kia,200 000 - 249 999,Très bon,Non,WW au Maroc,2009,5,,kia Sportage,68 000 DH,8 CV,Manuelle,Diesel
641,"Voitures d'occasion, à vendre",250,Mercedes-Benz,200 000 - 249 999,Très bon,,Dédouanée,1998,5,Autre secteur,mercedes diesel,75 000 DH,8 CV,Automatique,Diesel
642,"Voitures d'occasion, à vendre",Dokker,Dacia,160 000 - 169 999,Bon,Non,WW au Maroc,2017,5,,dacia,85 000 DH,6 CV,Manuelle,Diesel
643,"Voitures d'occasion, à vendre",Kuga,Ford,100 000 - 109 999,Excellent,Non,WW au Maroc,2016,5,,kuga full option et new,159 500 DH,8 CV,Manuelle,Diesel
644,"Voitures d'occasion, à vendre",Classe C,Mercedes-Benz,200 000 - 249 999,6,Non,Dédouanée,2011,5,,Mercedes classeC avangarde ded15,175 000 DH,9 CV,Automatique,Diesel
645,"Voitures d'occasion, à vendre",XSARA,Citroen,120 000 - 129 999,Bon,,,2002,5,2 Mars,Xsara ,27 000 DH,8 CV,Manuelle,Essence
646,"Voitures d'occasion, à vendre",Classe G,Mercedes-Benz,5 000 - 9 999,Excellent,Non,Importée neuve,2020,5,Californie,Classe G 350 d,Prix non spécifié,12 CV,Automatique,Diesel
647,"Voitures d'occasion, à vendre",Range Rover Evoque,Land Rover,45 000 - 49 999,Très bon,Oui,WW au Maroc,2017,5,2 Mars,Range Rover Evoque ,275 000 DH,8 CV,Automatique,Diesel
648,"Voitures d'occasion, à vendre",XJ,Jaguar,65 000 - 69 999,Très bon,,WW au Maroc,2008,5,,JAGUAR XJ ESSENCE - SOVEREIGN,Prix non spécifié,17 CV,Automatique,Essence
649,"Voitures d'occasion, à vendre",Clio,Renault,65 000 - 69 999,Très bon,Non,WW au Maroc,2016,5,,CLIO 4 DIESEL - AUTOMATIQUE - 65.000 KM,Prix non spécifié,6 CV,Automatique,Diesel
650,"Voitures d'occasion, à vendre",Tiguan,Volkswagen,100 000 - 109 999,Excellent,Oui,WW au Maroc,2017,5,Hay Riad,Volkswagen Tiguan 2.0 TDI DSG Executive,Prix non spécifié,8 CV,Automatique,Diesel
651,"Voitures d'occasion, à vendre",GOLF 5,Volkswagen,180 000 - 189 999,Très bon,Non,Dédouanée,2008,5,Narjis,Volkswagen,88 000 DH,8 CV,Manuelle,Diesel
652,"Voitures d'occasion, à vendre",Jumper,Citroen,60 000 - 64 999,Très bon,Oui,WW au Maroc,2019,3,Sidi Bernoussi,Citroën jumper model 2019,Prix non spécifié,9 CV,Manuelle,Diesel
653,"Voitures d'occasion, à vendre",205,Peugeot,200 000 - 249 999,Bon,Non,Dédouanée,1985,5,,205 Diesel ,23 000 DH,7 CV,Manuelle,Diesel
654,"Voitures d'occasion, à vendre",Passat,Volkswagen,90 000 - 94 999,Excellent,Oui,WW au Maroc,2017,5,Lissasfa,Volkswagen passat B8 HICHLINE automatique diesel ,Prix non spécifié,8 CV,Automatique,Diesel
655,"Voitures d'occasion, à vendre",Tiguan,Volkswagen,60 000 - 64 999,6,Oui,WW au Maroc,2019,5,Lissasfa,Volkwagen tigouan automatique,Prix non spécifié,8 CV,Automatique,Diesel
656,"Voitures d'occasion, à vendre",Range Rover Sport,Land Rover,75 000 - 79 999,6,Oui,Importée neuve,2014,5,2 Mars,Range sport autobiographie 80000km certifié ,440 000 DH,12 CV,Automatique,Diesel
657,"Voitures d'occasion, à vendre",2008,Peugeot,100 000 - 109 999,6,Oui,WW au Maroc,2018,5,Lissasfa,Peugeot 2008 diesel,Prix non spécifié,6 CV,Manuelle,Diesel
658,"Voitures d'occasion, à vendre",Ateca,Seat,120 000 - 129 999,Très bon,Oui,Dédouanée,2019,5,Toute la ville,Seat ateca,Prix non spécifié,8 CV,Automatique,Diesel
659,"Voitures d'occasion, à vendre",Santa Fe,Hyundai,90 000 - 94 999,Excellent,Oui,WW au Maroc,2018,5,Lissasfa,Hyundai santafee automatique ,Prix non spécifié,9 CV,Automatique,Diesel
660,"Voitures d'occasion, à vendre",Corsa,Opel,30 000 - 34 999,Excellent,Non,WW au Maroc,2021,5,Autre secteur,Opel Corsa 2021,153 000 DH,6 CV,Manuelle,Diesel
661,"Voitures d'occasion, à vendre",GOLF 7,Volkswagen,85 000 - 89 999,Excellent,Oui,WW au Maroc,2018,5,Lissasfa,Volkswagen golf 7 automatique ,Prix non spécifié,8 CV,Automatique,Diesel
662,"Voitures d'occasion, à vendre",Tiguan,Volkswagen,95 000 - 99 999,6,Oui,WW au Maroc,2019,5,Lissasfa,Volkswagen Tiguan Automatique Diesel ,Prix non spécifié,8 CV,Automatique,Diesel
663,"Voitures d'occasion, à vendre",Tucson,Hyundai,65 000 - 69 999,6,Oui,,2019,5,Lissasfa,Hyundai tucson automatique diesel ,Prix non spécifié,7 CV,Automatique,Diesel
664,"Voitures d'occasion, à vendre",Kangoo,Renault,90 000 - 94 999,Très bon,Oui,WW au Maroc,2019,5,,Renault Kangoo 2019,Prix non spécifié,6 CV,Manuelle,Diesel
